,classifier,accuracy
105,Random Forest,0.5694444444444444
106,Random Forest,0.5925925925925926
107,Random Forest,0.5277777777777778
108,Random Forest,0.5509259259259259
109,Random Forest,0.5740740740740741
110,Random Forest,0.49537037037037035
111,Random Forest,0.5324074074074074
112,Random Forest,0.5046296296296297
113,Random Forest,0.5555555555555556
114,Random Forest,0.5462962962962963
115,Random Forest,0.5138888888888888
116,Random Forest,0.5555555555555556
117,Random Forest,0.5185185185185185
118,Random Forest,0.5231481481481481
119,Random Forest,0.5370370370370371
120,Random Forest,0.5694444444444444
121,Random Forest,0.6111111111111112
122,Random Forest,0.6064814814814815
123,Random Forest,0.5046296296296297
124,Random Forest,0.5648148148148148
125,Random Forest,0.5694444444444444
126,Random Forest,0.5
127,Random Forest,0.5740740740740741
128,Random Forest,0.5925925925925926
129,Random Forest,0.5925925925925926
130,Random Forest,0.5370370370370371
131,Random Forest,0.5648148148148148
132,Random Forest,0.5740740740740741
133,Random Forest,0.5740740740740741
134,Random Forest,0.5601851851851852
135,Random Forest,0.5833333333333334
136,Random Forest,0.5092592592592593
137,Random Forest,0.6203703703703703
138,Random Forest,0.5
139,Random Forest,0.5648148148148148
140,Random Forest,0.5324074074074074
141,Random Forest,0.5416666666666666
142,Random Forest,0.5509259259259259
143,Random Forest,0.5648148148148148
144,Random Forest,0.5648148148148148
145,Random Forest,0.5277777777777778
146,Random Forest,0.5555555555555556
147,Random Forest,0.5555555555555556
148,Random Forest,0.5509259259259259
149,Random Forest,0.5740740740740741
150,Random Forest,0.6342592592592593
151,Random Forest,0.5370370370370371
152,Random Forest,0.5324074074074074
153,Random Forest,0.6111111111111112
154,Random Forest,0.5601851851851852
155,Random Forest,0.5370370370370371
156,Random Forest,0.5740740740740741
157,Random Forest,0.5462962962962963
158,Random Forest,0.6018518518518519
159,Random Forest,0.5694444444444444
160,Random Forest,0.5462962962962963
161,Random Forest,0.5092592592592593
162,Random Forest,0.5972222222222222
163,Random Forest,0.5462962962962963
164,Random Forest,0.5462962962962963
165,Random Forest,0.5324074074074074
166,Random Forest,0.5324074074074074
167,Random Forest,0.6111111111111112
168,Random Forest,0.5416666666666666
169,Random Forest,0.5879629629629629
170,Random Forest,0.5416666666666666
171,Random Forest,0.5416666666666666
172,Random Forest,0.5185185185185185
173,Random Forest,0.49074074074074076
174,Random Forest,0.5462962962962963
175,Random Forest,0.5509259259259259
176,Random Forest,0.5648148148148148
177,Random Forest,0.5740740740740741
178,Random Forest,0.5925925925925926
179,Random Forest,0.5324074074074074
180,Random Forest,0.4583333333333333
181,Random Forest,0.5416666666666666
182,Random Forest,0.5370370370370371
183,Random Forest,0.5277777777777778
184,Random Forest,0.6018518518518519
185,Random Forest,0.5648148148148148
186,Random Forest,0.5555555555555556
187,Random Forest,0.5694444444444444
188,Random Forest,0.5833333333333334
189,Random Forest,0.5740740740740741
190,Random Forest,0.6064814814814815
191,Random Forest,0.5833333333333334
192,Random Forest,0.5231481481481481
193,Random Forest,0.5833333333333334
194,Random Forest,0.5138888888888888
195,Random Forest,0.44907407407407407
196,Random Forest,0.5509259259259259
197,Random Forest,0.5509259259259259
198,Random Forest,0.5787037037037037
199,Random Forest,0.5833333333333334
200,Logistic Regression,0.5740740740740741
201,Logistic Regression,0.49074074074074076
202,Logistic Regression,0.5694444444444444
203,Logistic Regression,0.5601851851851852
204,Logistic Regression,0.5833333333333334
205,Logistic Regression,0.5787037037037037
206,Logistic Regression,0.5
207,Logistic Regression,0.5787037037037037
208,Logistic Regression,0.5648148148148148
209,Logistic Regression,0.5972222222222222
210,Logistic Regression,0.4861111111111111
211,Logistic Regression,0.5694444444444444
212,Logistic Regression,0.5185185185185185
213,Logistic Regression,0.5555555555555556
214,Logistic Regression,0.5648148148148148
215,Logistic Regression,0.5740740740740741
216,Logistic Regression,0.5601851851851852
217,Logistic Regression,0.5833333333333334
218,Logistic Regression,0.5092592592592593
219,Logistic Regression,0.5462962962962963
220,Logistic Regression,0.5601851851851852
221,Logistic Regression,0.5879629629629629
222,Logistic Regression,0.5787037037037037
223,Logistic Regression,0.6018518518518519
224,Logistic Regression,0.5462962962962963
225,Logistic Regression,0.5787037037037037
226,Logistic Regression,0.5231481481481481
227,Logistic Regression,0.5092592592592593
228,Logistic Regression,0.5509259259259259
229,Logistic Regression,0.5416666666666666
230,Logistic Regression,0.5972222222222222
231,Logistic Regression,0.6203703703703703
232,Logistic Regression,0.5601851851851852
233,Logistic Regression,0.6203703703703703
234,Logistic Regression,0.5879629629629629
235,Logistic Regression,0.5925925925925926
236,Logistic Regression,0.5694444444444444
237,Logistic Regression,0.5185185185185185
238,Logistic Regression,0.5555555555555556
239,Logistic Regression,0.5787037037037037
240,Logistic Regression,0.5694444444444444
241,Logistic Regression,0.6435185185185185
242,Logistic Regression,0.5555555555555556
243,Logistic Regression,0.6435185185185185
244,Logistic Regression,0.5601851851851852
245,Logistic Regression,0.5231481481481481
246,Logistic Regression,0.5231481481481481
247,Logistic Regression,0.6064814814814815
248,Logistic Regression,0.5509259259259259
249,Logistic Regression,0.5694444444444444
250,Logistic Regression,0.6342592592592593
251,Logistic Regression,0.5740740740740741
252,Logistic Regression,0.5740740740740741
253,Logistic Regression,0.5740740740740741
254,Logistic Regression,0.5787037037037037
255,Logistic Regression,0.6111111111111112
256,Logistic Regression,0.6481481481481481
257,Logistic Regression,0.5324074074074074
258,Logistic Regression,0.5648148148148148
259,Logistic Regression,0.5787037037037037
260,Logistic Regression,0.6018518518518519
261,Logistic Regression,0.6018518518518519
262,Logistic Regression,0.625
263,Logistic Regression,0.5925925925925926
264,Logistic Regression,0.6111111111111112
265,Logistic Regression,0.5879629629629629
266,Logistic Regression,0.5462962962962963
267,Logistic Regression,0.5601851851851852
268,Logistic Regression,0.5509259259259259
269,Logistic Regression,0.5740740740740741
270,Logistic Regression,0.6527777777777778
271,Logistic Regression,0.5833333333333334
272,Logistic Regression,0.5462962962962963
273,Logistic Regression,0.5370370370370371
274,Logistic Regression,0.6018518518518519
275,Logistic Regression,0.5833333333333334
276,Logistic Regression,0.5509259259259259
277,Logistic Regression,0.5740740740740741
278,Logistic Regression,0.5787037037037037
279,Logistic Regression,0.5555555555555556
280,Logistic Regression,0.5231481481481481
281,Logistic Regression,0.5648148148148148
282,Logistic Regression,0.5416666666666666
283,Logistic Regression,0.5833333333333334
284,Logistic Regression,0.6574074074074074
285,Logistic Regression,0.5972222222222222
286,Logistic Regression,0.5740740740740741
287,Logistic Regression,0.6157407407407407
288,Logistic Regression,0.5601851851851852
289,Logistic Regression,0.5416666666666666
290,Logistic Regression,0.5694444444444444
291,Logistic Regression,0.5462962962962963
292,Logistic Regression,0.5833333333333334
293,Logistic Regression,0.5833333333333334
294,Logistic Regression,0.5694444444444444
295,Logistic Regression,0.5416666666666666
296,Logistic Regression,0.5416666666666666
297,Logistic Regression,0.6064814814814815
298,Logistic Regression,0.6111111111111112
299,Logistic Regression,0.5787037037037037
300,K-Nearest Neighbor,0.5324074074074074
301,K-Nearest Neighbor,0.5046296296296297
302,K-Nearest Neighbor,0.49537037037037035
303,K-Nearest Neighbor,0.5185185185185185
304,K-Nearest Neighbor,0.5462962962962963
305,K-Nearest Neighbor,0.5462962962962963
306,K-Nearest Neighbor,0.5555555555555556
307,K-Nearest Neighbor,0.5555555555555556
308,K-Nearest Neighbor,0.5370370370370371
309,K-Nearest Neighbor,0.5416666666666666
310,K-Nearest Neighbor,0.44907407407407407
311,K-Nearest Neighbor,0.4861111111111111
312,K-Nearest Neighbor,0.5462962962962963
313,K-Nearest Neighbor,0.5138888888888888
314,K-Nearest Neighbor,0.5138888888888888
315,K-Nearest Neighbor,0.4861111111111111
316,K-Nearest Neighbor,0.5
317,K-Nearest Neighbor,0.5601851851851852
318,K-Nearest Neighbor,0.46296296296296297
319,K-Nearest Neighbor,0.5416666666666666
320,K-Nearest Neighbor,0.5601851851851852
321,K-Nearest Neighbor,0.5462962962962963
322,K-Nearest Neighbor,0.5509259259259259
323,K-Nearest Neighbor,0.5324074074074074
324,K-Nearest Neighbor,0.5138888888888888
325,K-Nearest Neighbor,0.5185185185185185
326,K-Nearest Neighbor,0.5324074074074074
327,K-Nearest Neighbor,0.5324074074074074
328,K-Nearest Neighbor,0.5833333333333334
329,K-Nearest Neighbor,0.5092592592592593
330,K-Nearest Neighbor,0.5324074074074074
331,K-Nearest Neighbor,0.5555555555555556
332,K-Nearest Neighbor,0.47685185185185186
333,K-Nearest Neighbor,0.5648148148148148
334,K-Nearest Neighbor,0.5231481481481481
335,K-Nearest Neighbor,0.5833333333333334
336,K-Nearest Neighbor,0.5370370370370371
337,K-Nearest Neighbor,0.5648148148148148
338,K-Nearest Neighbor,0.5601851851851852
339,K-Nearest Neighbor,0.5879629629629629
340,K-Nearest Neighbor,0.5324074074074074
341,K-Nearest Neighbor,0.5462962962962963
342,K-Nearest Neighbor,0.5462962962962963
343,K-Nearest Neighbor,0.5925925925925926
344,K-Nearest Neighbor,0.5185185185185185
345,K-Nearest Neighbor,0.5370370370370371
346,K-Nearest Neighbor,0.5138888888888888
347,K-Nearest Neighbor,0.5601851851851852
348,K-Nearest Neighbor,0.5509259259259259
349,K-Nearest Neighbor,0.5509259259259259
350,K-Nearest Neighbor,0.5601851851851852
351,K-Nearest Neighbor,0.5185185185185185
352,K-Nearest Neighbor,0.5648148148148148
353,K-Nearest Neighbor,0.5092592592592593
354,K-Nearest Neighbor,0.5787037037037037
355,K-Nearest Neighbor,0.4722222222222222
356,K-Nearest Neighbor,0.5370370370370371
357,K-Nearest Neighbor,0.5277777777777778
358,K-Nearest Neighbor,0.5601851851851852
359,K-Nearest Neighbor,0.5787037037037037
360,K-Nearest Neighbor,0.5740740740740741
361,K-Nearest Neighbor,0.5324074074074074
362,K-Nearest Neighbor,0.49074074074074076
363,K-Nearest Neighbor,0.5740740740740741
364,K-Nearest Neighbor,0.5925925925925926
365,K-Nearest Neighbor,0.48148148148148145
366,K-Nearest Neighbor,0.5648148148148148
367,K-Nearest Neighbor,0.5
368,K-Nearest Neighbor,0.5138888888888888
369,K-Nearest Neighbor,0.5833333333333334
370,K-Nearest Neighbor,0.5231481481481481
371,K-Nearest Neighbor,0.5509259259259259
372,K-Nearest Neighbor,0.5092592592592593
373,K-Nearest Neighbor,0.5138888888888888
374,K-Nearest Neighbor,0.5416666666666666
375,K-Nearest Neighbor,0.5509259259259259
376,K-Nearest Neighbor,0.5694444444444444
377,K-Nearest Neighbor,0.5648148148148148
378,K-Nearest Neighbor,0.5231481481481481
379,K-Nearest Neighbor,0.5462962962962963
380,K-Nearest Neighbor,0.4537037037037037
381,K-Nearest Neighbor,0.5138888888888888
382,K-Nearest Neighbor,0.5416666666666666
383,K-Nearest Neighbor,0.5231481481481481
384,K-Nearest Neighbor,0.5509259259259259
385,K-Nearest Neighbor,0.5277777777777778
386,K-Nearest Neighbor,0.5694444444444444
387,K-Nearest Neighbor,0.5092592592592593
388,K-Nearest Neighbor,0.5509259259259259
389,K-Nearest Neighbor,0.5324074074074074
390,K-Nearest Neighbor,0.5370370370370371
391,K-Nearest Neighbor,0.5324074074074074
392,K-Nearest Neighbor,0.5509259259259259
393,K-Nearest Neighbor,0.5925925925925926
394,K-Nearest Neighbor,0.5185185185185185
395,K-Nearest Neighbor,0.5324074074074074
396,K-Nearest Neighbor,0.5185185185185185
397,K-Nearest Neighbor,0.5231481481481481
398,K-Nearest Neighbor,0.5694444444444444
399,K-Nearest Neighbor,0.5185185185185185
400,Naive Bayes,0.5324074074074074
401,Naive Bayes,0.5046296296296297
402,Naive Bayes,0.49537037037037035
403,Naive Bayes,0.5185185185185185
404,Naive Bayes,0.5462962962962963
405,Naive Bayes,0.5462962962962963
406,Naive Bayes,0.5555555555555556
407,Naive Bayes,0.5555555555555556
408,Naive Bayes,0.5370370370370371
409,Naive Bayes,0.5416666666666666
410,Naive Bayes,0.44907407407407407
411,Naive Bayes,0.4861111111111111
412,Naive Bayes,0.5462962962962963
413,Naive Bayes,0.5138888888888888
414,Naive Bayes,0.5138888888888888
415,Naive Bayes,0.4861111111111111
416,Naive Bayes,0.5
417,Naive Bayes,0.5601851851851852
418,Naive Bayes,0.46296296296296297
419,Naive Bayes,0.5416666666666666
420,Naive Bayes,0.5601851851851852
421,Naive Bayes,0.5462962962962963
422,Naive Bayes,0.5509259259259259
423,Naive Bayes,0.5324074074074074
424,Naive Bayes,0.5138888888888888
425,Naive Bayes,0.5185185185185185
426,Naive Bayes,0.5324074074074074
427,Naive Bayes,0.5324074074074074
428,Naive Bayes,0.5833333333333334
429,Naive Bayes,0.5092592592592593
430,Naive Bayes,0.5324074074074074
431,Naive Bayes,0.5555555555555556
432,Naive Bayes,0.47685185185185186
433,Naive Bayes,0.5648148148148148
434,Naive Bayes,0.5231481481481481
435,Naive Bayes,0.5833333333333334
436,Naive Bayes,0.5370370370370371
437,Naive Bayes,0.5648148148148148
438,Naive Bayes,0.5601851851851852
439,Naive Bayes,0.5879629629629629
440,Naive Bayes,0.5324074074074074
441,Naive Bayes,0.5462962962962963
442,Naive Bayes,0.5462962962962963
443,Naive Bayes,0.5925925925925926
444,Naive Bayes,0.5185185185185185
445,Naive Bayes,0.5370370370370371
446,Naive Bayes,0.5138888888888888
447,Naive Bayes,0.5601851851851852
448,Naive Bayes,0.5509259259259259
449,Naive Bayes,0.5509259259259259
450,Naive Bayes,0.5601851851851852
451,Naive Bayes,0.5185185185185185
452,Naive Bayes,0.5648148148148148
453,Naive Bayes,0.5092592592592593
454,Naive Bayes,0.5787037037037037
455,Naive Bayes,0.4722222222222222
456,Naive Bayes,0.5370370370370371
457,Naive Bayes,0.5277777777777778
458,Naive Bayes,0.5601851851851852
459,Naive Bayes,0.5787037037037037
460,Naive Bayes,0.5740740740740741
461,Naive Bayes,0.5324074074074074
462,Naive Bayes,0.49074074074074076
463,Naive Bayes,0.5740740740740741
464,Naive Bayes,0.5925925925925926
465,Naive Bayes,0.48148148148148145
466,Naive Bayes,0.5648148148148148
467,Naive Bayes,0.5
468,Naive Bayes,0.5138888888888888
469,Naive Bayes,0.5833333333333334
470,Naive Bayes,0.5231481481481481
471,Naive Bayes,0.5509259259259259
472,Naive Bayes,0.5092592592592593
473,Naive Bayes,0.5138888888888888
474,Naive Bayes,0.5416666666666666
475,Naive Bayes,0.5509259259259259
476,Naive Bayes,0.5694444444444444
477,Naive Bayes,0.5648148148148148
478,Naive Bayes,0.5231481481481481
479,Naive Bayes,0.5462962962962963
480,Naive Bayes,0.4537037037037037
481,Naive Bayes,0.5138888888888888
482,Naive Bayes,0.5416666666666666
483,Naive Bayes,0.5231481481481481
484,Naive Bayes,0.5509259259259259
485,Naive Bayes,0.5277777777777778
486,Naive Bayes,0.5694444444444444
487,Naive Bayes,0.5092592592592593
488,Naive Bayes,0.5509259259259259
489,Naive Bayes,0.5324074074074074
490,Naive Bayes,0.5370370370370371
491,Naive Bayes,0.5324074074074074
492,Naive Bayes,0.5509259259259259
493,Naive Bayes,0.5925925925925926
494,Naive Bayes,0.5185185185185185
495,Naive Bayes,0.5324074074074074
496,Naive Bayes,0.5185185185185185
497,Naive Bayes,0.5231481481481481
498,Naive Bayes,0.5694444444444444
499,Naive Bayes,0.5185185185185185
